2,189,623.73,170.05,16.73,12.88,1,-1,-1,-1
4,190,637.87,168.98,16.49,13.46,1,-1,-1,-1
5,190,636.82,169.26,16.75,13.68,1,-1,-1,-1
6,190,635.93,169.18,16.39,13.36,1,-1,-1,-1
6,189,617.95,169.15,17.87,13.83,1,-1,-1,-1
7,189,616.02,168.47,17.93,13.89,1,-1,-1,-1
12,191,389.25,179.90,12.53,26.89,1,-1,-1,-1
13,192,587.28,169.14,19.75,14.14,1,-1,-1,-1
13,190,630.49,168.29,18.11,14.74,1,-1,-1,-1
13,189,611.69,169.58,17.12,13.30,1,-1,-1,-1
14,192,587.18,169.55,18.96,13.58,1,-1,-1,-1
14,190,628.86,167.39,18.27,14.85,1,-1,-1,-1
14,189,609.94,168.35,18.13,14.21,1,-1,-1,-1
15,192,584.14,168.67,20.73,14.91,1,-1,-1,-1
15,190,628.04,167.08,18.72,15.22,1,-1,-1,-1
15,189,609.08,167.96,18.65,14.76,1,-1,-1,-1
16,192,581.23,169.59,20.85,15.02,1,-1,-1,-1
16,190,627.94,167.57,19.18,15.60,1,-1,-1,-1
16,189,609.21,169.12,17.76,14.15,1,-1,-1,-1
17,192,579.10,171.54,20.54,14.81,1,-1,-1,-1
17,190,627.74,169.24,18.68,15.21,1,-1,-1,-1
17,189,608.89,170.47,17.73,14.21,1,-1,-1,-1
18,192,576.18,172.53,21.28,15.35,1,-1,-1,-1
18,190,628.07,170.00,19.15,15.68,1,-1,-1,-1
18,189,608.53,170.83,18.22,14.68,1,-1,-1,-1
19,192,573.11,172.10,21.84,15.74,1,-1,-1,-1
19,190,628.32,169.20,19.35,15.90,1,-1,-1,-1
19,189,608.03,169.89,18.62,15.16,1,-1,-1,-1
20,192,569.40,170.87,22.39,16.15,1,-1,-1,-1
20,190,628.73,167.93,19.33,15.85,1,-1,-1,-1
20,189,607.85,168.19,19.05,15.59,1,-1,-1,-1
21,192,565.43,169.87,23.03,16.58,1,-1,-1,-1
21,190,628.78,165.80,20.24,16.59,1,-1,-1,-1
21,189,607.74,167.42,18.76,15.39,1,-1,-1,-1
22,192,560.67,169.56,25.05,18.04,1,-1,-1,-1
22,190,628.60,165.34,20.83,17.21,1,-1,-1,-1
22,189,607.66,166.76,19.50,16.02,1,-1,-1,-1
23,192,556.62,170.34,26.09,18.76,1,-1,-1,-1
23,190,629.49,166.36,20.18,16.75,1,-1,-1,-1
23,189,607.66,167.59,18.87,15.47,1,-1,-1,-1
24,192,551.63,171.67,27.69,19.87,1,-1,-1,-1
24,190,630.11,167.86,19.45,16.18,1,-1,-1,-1
24,189,607.90,169.13,17.95,14.62,1,-1,-1,-1
25,192,546.80,173.14,29.03,20.80,1,-1,-1,-1
25,190,630.22,168.38,19.78,16.56,1,-1,-1,-1
25,189,607.67,170.06,18.22,14.81,1,-1,-1,-1
26,192,540.56,174.20,31.05,22.14,1,-1,-1,-1
26,190,629.77,169.38,19.52,16.50,1,-1,-1,-1
26,189,606.42,171.19,18.60,15.12,1,-1,-1,-1
27,192,533.81,175.03,32.70,23.19,1,-1,-1,-1
27,190,628.97,169.74,19.40,16.52,1,-1,-1,-1
27,189,605.30,171.41,19.34,15.76,1,-1,-1,-1
28,192,525.17,175.60,35.14,24.81,1,-1,-1,-1
28,190,628.53,169.61,19.95,17.18,1,-1,-1,-1
28,189,604.22,171.61,19.71,16.00,1,-1,-1,-1
29,192,516.09,175.61,37.67,26.51,1,-1,-1,-1
29,190,628.41,169.58,19.84,17.09,1,-1,-1,-1
29,189,603.24,171.80,19.45,15.69,1,-1,-1,-1
30,192,505.43,175.32,40.66,28.41,1,-1,-1,-1
30,190,628.54,169.09,19.79,17.15,1,-1,-1,-1
30,189,602.24,170.41,19.95,16.04,1,-1,-1,-1
31,192,493.42,175.12,44.12,30.54,1,-1,-1,-1
31,190,627.84,168.36,19.69,17.06,1,-1,-1,-1
31,189,601.13,169.85,20.12,16.05,1,-1,-1,-1
32,192,477.53,174.37,49.24,34.01,1,-1,-1,-1
32,190,626.67,167.01,20.36,17.68,1,-1,-1,-1
32,189,599.57,168.61,20.86,16.51,1,-1,-1,-1
33,192,459.84,174.80,55.56,38.06,1,-1,-1,-1
33,190,625.97,167.46,20.21,17.47,1,-1,-1,-1
33,189,597.87,168.99,20.89,16.51,1,-1,-1,-1
34,192,438.38,176.44,62.69,42.44,1,-1,-1,-1
34,190,624.96,167.68,20.94,18.16,1,-1,-1,-1
34,189,595.47,169.04,22.01,17.40,1,-1,-1,-1
35,192,409.45,177.93,74.36,49.88,1,-1,-1,-1
35,190,624.56,167.96,21.40,18.72,1,-1,-1,-1
35,189,593.95,169.81,22.44,17.80,1,-1,-1,-1
36,192,371.59,180.02,89.90,59.48,1,-1,-1,-1
36,190,624.36,168.60,21.38,18.77,1,-1,-1,-1
36,189,593.04,170.49,22.66,17.95,1,-1,-1,-1
37,192,317.08,182.53,112.41,72.96,1,-1,-1,-1
37,190,624.44,169.29,20.83,18.33,1,-1,-1,-1
37,189,592.45,171.05,22.72,17.94,1,-1,-1,-1
37,196,453.94,177.89,9.59,22.59,1,-1,-1,-1
38,192,231.01,186.35,149.26,94.14,1,-1,-1,-1
38,190,624.12,168.91,21.81,19.30,1,-1,-1,-1
38,189,590.98,170.19,24.41,19.38,1,-1,-1,-1
39,192,100.01,192.31,216.23,134.91,1,-1,-1,-1
39,190,623.86,169.08,22.25,19.80,1,-1,-1,-1
39,189,590.34,170.66,24.67,19.50,1,-1,-1,-1
40,192,4.39,205.70,226.95,149.19,1,-1,-1,-1
40,190,623.18,168.63,22.62,20.30,1,-1,-1,-1
40,189,589.33,169.76,25.74,20.39,1,-1,-1,-1
41,190,623.43,167.99,21.85,19.66,1,-1,-1,-1
41,189,588.60,168.61,25.85,20.53,1,-1,-1,-1
41,200,422.05,181.13,10.39,25.91,1,-1,-1,-1
42,190,623.75,167.52,21.66,19.47,1,-1,-1,-1
42,189,588.09,168.76,25.28,19.98,1,-1,-1,-1
43,190,623.56,167.38,21.84,19.62,1,-1,-1,-1
43,189,587.15,168.95,25.38,19.98,1,-1,-1,-1
44,190,623.12,167.83,21.82,19.49,1,-1,-1,-1
44,189,585.24,168.79,25.83,20.41,1,-1,-1,-1
45,190,621.57,167.93,22.15,19.78,1,-1,-1,-1
45,189,583.11,168.92,26.14,20.73,1,-1,-1,-1
46,190,620.21,168.20,22.58,20.13,1,-1,-1,-1
46,189,581.20,168.78,27.41,21.68,1,-1,-1,-1
47,190,618.90,169.13,22.70,20.25,1,-1,-1,-1
47,189,579.22,170.00,27.65,21.79,1,-1,-1,-1
48,190,618.90,170.36,22.59,19.95,1,-1,-1,-1
48,189,577.52,171.01,27.66,21.75,1,-1,-1,-1
49,190,617.65,170.53,23.10,20.32,1,-1,-1,-1
49,189,575.64,170.46,28.61,22.51,1,-1,-1,-1
50,190,616.67,169.34,24.20,21.20,1,-1,-1,-1
50,189,573.16,170.30,28.59,22.57,1,-1,-1,-1
51,190,615.65,168.62,24.58,21.55,1,-1,-1,-1
51,189,571.16,169.84,28.94,22.92,1,-1,-1,-1
52,190,615.36,169.00,24.33,21.26,1,-1,-1,-1
52,189,570.07,170.95,28.18,22.32,1,-1,-1,-1
53,190,614.59,169.57,24.32,21.30,1,-1,-1,-1
53,189,569.11,171.95,27.86,21.98,1,-1,-1,-1
